timstamp,high,low,open,close
1502928000000,4261.48000000,4485.39000000,4200.74000000,4285.08000000
1503014400000,4285.08000000,4371.52000000,3938.77000000,4108.37000000
1503100800000,4108.37000000,4184.69000000,3850.00000000,4139.98000000
1503187200000,4120.98000000,4211.08000000,4032.62000000,4086.29000000
1503273600000,4069.13000000,4119.62000000,3911.79000000,4016.00000000
1503360000000,4016.00000000,4104.82000000,3400.00000000,4040.00000000
1503446400000,4040.00000000,4265.80000000,4013.89000000,4114.01000000
1503532800000,4147.00000000,4371.68000000,4085.01000000,4316.01000000
1503619200000,4316.01000000,4453.91000000,4247.48000000,4280.68000000
1503705600000,4280.71000000,4367.00000000,4212.41000000,4337.44000000
1503792000000,4332.51000000,4400.00000000,4285.54000000,4310.01000000
1503878400000,4310.01000000,4399.82000000,4124.54000000,4386.69000000
1503964800000,4353.65000000,4625.85000000,4313.55000000,4587.48000000
1504051200000,4564.52000000,4647.51000000,4416.01000000,4555.14000000
1504137600000,4555.14000000,4745.42000000,4555.14000000,4724.89000000
1504224000000,4689.89000000,4885.55000000,4654.88000000,4834.91000000
1504310400000,4796.16000000,4939.19000000,4286.87000000,4472.14000000
1504396800000,4508.50000000,4714.76000000,4298.33000000,4509.08000000
1504483200000,4505.00000000,4527.49000000,3972.51000000,4100.11000000
1504569600000,4106.97000000,4484.99000000,3603.00000000,4366.47000000
1504656000000,4366.49000000,4662.87000000,4335.26000000,4619.77000000
1504742400000,4619.77000000,4788.59000000,4438.19000000,4691.61000000
1504828800000,4691.66000000,4735.39000000,4028.93000000,4282.80000000
1504915200000,4282.80000000,4426.62000000,4150.06000000,4258.81000000
1505001600000,4258.81000000,4283.00000000,3801.00000000,4130.37000000
1505088000000,4153.62000000,4334.43000000,4098.91000000,4208.47000000
1505174400000,4208.60000000,4394.59000000,4040.80000000,4163.72000000
1505260800000,4159.72000000,4165.38000000,3760.00000000,3944.69000000
1505347200000,3944.00000000,3993.00000000,3165.13000000,3189.02000000
1505433600000,3188.01000000,3856.00000000,2817.00000000,3700.00000000
1505520000000,3674.01000000,3950.00000000,3470.66000000,3714.95000000
1505606400000,3685.23000000,3748.21000000,3499.02000000,3699.99000000
1505692800000,3690.00000000,4123.20000000,3690.00000000,4035.01000000
1505779200000,4060.00000000,4089.97000000,3830.91000000,3910.04000000
1505865600000,3910.04000000,4046.08000000,3820.00000000,3900.00000000
1505952000000,3889.99000000,3910.00000000,3567.00000000,3609.99000000
1506038400000,3592.84000000,3750.00000000,3505.55000000,3595.87000000
1506124800000,3595.88000000,3817.19000000,3542.91000000,3780.00000000
1506211200000,3779.54000000,3789.99000000,3622.76000000,3660.02000000
1506297600000,3660.02000000,3979.87000000,3653.69000000,3920.75000000
1506384000000,3928.00000000,3976.99000000,3850.05000000,3882.35000000
1506470400000,3882.36000000,4249.94000000,3872.81000000,4193.00000000
1506556800000,4192.11000000,4300.00000000,4101.00000000,4174.50000000
1506643200000,4178.98000000,4263.86000000,3952.01000000,4174.69000000
1506729600000,4175.00000000,4380.00000000,4138.10000000,4378.51000000
1506816000000,4378.49000000,4406.52000000,4240.04000000,4378.48000000
1506902400000,4400.00000000,4561.63000000,4360.00000000,4380.00000000
1506988800000,4380.00000000,4467.33000000,4180.80000000,4310.00000000
1507075200000,4314.90000000,4373.00000000,4142.00000000,4208.59000000
1507161600000,4208.59000000,4355.00000000,4110.00000000,4292.43000000
1507248000000,4318.99000000,4417.00000000,4292.00000000,4369.00000000
1507334400000,4369.00000000,4479.50000000,4312.56000000,4423.00000000
1507420800000,4425.00000000,4658.00000000,4425.00000000,4640.00000000
1507507200000,4640.00000000,4889.98000000,4550.00000000,4786.95000000
1507593600000,4786.95000000,4960.00000000,4680.59000000,4783.06000000
1507680000000,4783.06000000,4881.61000000,4710.00000000,4821.43000000
1507766400000,4821.43000000,5439.99000000,4810.16000000,5430.00000000
1507852800000,5439.99000000,5846.17000000,5379.84000000,5649.98000000
1507939200000,5650.00000000,5900.00000000,5580.01000000,5869.99000000
1508025600000,5855.03000000,5922.30000000,5400.01000000,5709.99000000
1508112000000,5710.00000000,5788.91000000,5585.19000000,5760.02000000
1508198400000,5760.00000000,5774.98000000,5508.63000000,5595.00000000
1508284800000,5595.00000000,5596.00000000,5037.95000000,5512.06000000
1508371200000,5513.00000000,5710.00000000,5490.26000000,5683.90000000
1508457600000,5683.31000000,6110.00000000,5600.00000000,6010.01000000
1508544000000,6013.72000000,6171.00000000,5850.03000000,6024.97000000
1508630400000,6003.27000000,6060.00000000,5720.03000000,5950.02000000
1508716800000,5975.00000000,6080.00000000,5621.03000000,5915.93000000
1508803200000,5909.47000000,5925.00000000,5450.00000000,5477.03000000
1508889600000,5506.92000000,5704.96000000,5286.98000000,5689.99000000
1508976000000,5670.10000000,5939.99000000,5650.00000000,5861.77000000
1509062400000,5861.77000000,5980.00000000,5649.24000000,5768.83000000
1509148800000,5768.79000000,5850.02000000,5630.03000000,5719.64000000
1509235200000,5709.98000000,6189.88000000,5648.01000000,6169.98000000
1509321600000,6133.01000000,6248.68000000,6030.00000000,6120.50000000
1509408000000,6120.52000000,6498.01000000,6100.00000000,6463.00000000
1509494400000,6463.00000000,6774.67000000,6338.02000000,6753.98000000
1509580800000,6753.98000000,7300.00000000,6685.10000000,7019.98000000
1509667200000,7010.31000000,7346.34000000,6923.00000000,7115.04000000
1509753600000,7115.02000000,7480.99000000,6901.00000000,7357.09000000
1509840000000,7357.27000000,7590.25000000,7279.02000000,7345.01000000
1509926400000,7345.10000000,7401.00000000,6906.00000000,6960.12000000
1510012800000,6981.72000000,7198.49000000,6901.00000000,7064.04000000
1510099200000,7070.00000000,7770.02000000,6651.00000000,7303.00000000
1510185600000,7303.01000000,7392.00000000,7015.00000000,7079.99000000
1510272000000,7079.00000000,7279.91000000,6255.01000000,6506.98000000
1510358400000,6503.00000000,6797.98000000,6100.00000000,6245.05000000
1510444800000,6245.05000000,6630.00000000,5325.01000000,5811.03000000
1510531200000,5839.94000000,6697.47000000,5699.99000000,6465.99000000
1510617600000,6465.99000000,6684.98000000,6311.07000000,6574.99000000
1510704000000,6575.99000000,7298.00000000,6575.99000000,7240.06000000
1510790400000,7240.14000000,7940.00000000,7076.00000000,7864.50000000
1510876800000,7876.98000000,7989.00000000,7451.00000000,7699.19000000
1510963200000,7680.01000000,7819.99000000,7422.00000000,7761.94000000
1511049600000,7761.94000000,8123.15000000,7650.33000000,8038.00000000
1511136000000,8057.11000000,8319.99000000,7954.00000000,8212.00000000
1511222400000,8212.49000000,8400.00000000,7801.00000000,8119.51000000
1511308800000,8091.09000000,8322.68000000,8091.09000000,8205.92000000
1511395200000,8233.03000000,8260.00000000,8000.00000000,8019.99000000
1511481600000,8019.97000000,8369.00000000,7850.00000000,8138.00000000
1511568000000,8138.99000000,8734.78000000,8090.00000000,8700.01000000
1511654400000,8700.04000000,9350.00000000,8604.72000000,9128.02000000
1511740800000,9128.00000000,9654.28000000,9112.04000000,9650.00000000
1511827200000,9650.00000000,9939.00000000,9570.50000000,9896.80000000
1511913600000,9896.79000000,11300.03000000,8520.00000000,9687.88000000
1512000000000,9687.88000000,10900.00000000,8850.80000000,9838.96000000
1512086400000,9837.00000000,10898.00000000,9380.00000000,10782.99000000
1512172800000,10775.04000000,11190.00000000,10620.00000000,10890.01000000
1512259200000,10902.69000000,11825.00000000,10500.00000000,11165.41000000
1512345600000,11165.41000000,11600.00000000,10802.00000000,11579.00000000
1512432000000,11571.03000000,11853.00000000,11447.68000000,11699.99000000
1512518400000,11699.99000000,13615.23000000,11665.58000000,13550.05000000
1512604800000,13541.01000000,16649.96000000,13050.00000000,16599.00000000
1512691200000,16599.00000000,17204.99000000,14015.00000000,15880.00000000
1512777600000,15880.01000000,16269.30000000,12535.00000000,14656.07000000
1512864000000,14664.01000000,15720.12000000,12368.00000000,14899.98000000
1512950400000,14946.26000000,17470.00000000,14901.08000000,16587.97000000
1513036800000,16587.97000000,16976.45000000,15875.00000000,16349.99000000
1513123200000,16349.99000000,16546.00000000,14666.56000000,16033.29000000
1513209600000,16030.34000000,16445.00000000,15450.00000000,16334.98000000
1513296000000,16334.98000000,17991.00000000,16298.45000000,17539.83000000
1513382400000,17516.81000000,19539.00000000,17190.01000000,19102.66000000
1513468800000,19120.19000000,19798.68000000,18510.00000000,18860.02000000
1513555200000,18860.04000000,19300.00000000,17029.98000000,18856.25000000
1513641600000,18856.25000000,18950.00000000,16300.00000000,17295.20000000
1513728000000,17295.20000000,17720.35000000,14777.66000000,16488.98000000
1513814400000,16480.52000000,17309.50000000,14022.00000000,15492.64000000
1513900800000,15514.03000000,15699.34000000,10961.00000000,13326.61000000
1513987200000,13326.61000000,14950.00000000,12978.18000000,13300.00000000
1514073600000,13300.00000000,13819.99000000,11640.00000000,13500.00000000
1514160000000,13500.00000000,14300.00000000,12708.00000000,13699.34000000
1514246400000,13699.34000000,16050.00000000,13533.00000000,15689.01000000
1514332800000,15709.98000000,16498.05000000,14200.15000000,15459.99000000
1514419200000,15459.97000000,15539.99000000,13150.00000000,14182.11000000
1514505600000,14199.14000000,14981.00000000,13850.00000000,14378.90000000
1514592000000,14378.99000000,14398.85000000,11750.00000000,12440.01000000
1514678400000,12345.10000000,14050.11000000,12149.98000000,13716.36000000
1514764800000,13715.65000000,13818.55000000,12750.00000000,13380.00000000
1514851200000,13382.16000000,15473.49000000,12890.02000000,14675.11000000
1514937600000,14690.00000000,15307.56000000,14150.00000000,14919.51000000
1515024000000,14919.51000000,15280.00000000,13918.04000000,15059.54000000
1515110400000,15059.56000000,17176.24000000,14600.00000000,16960.39000000
1515196800000,16960.39000000,17143.13000000,16011.21000000,17069.79000000
1515283200000,17069.79000000,17099.96000000,15610.00000000,16150.03000000
1515369600000,16218.85000000,16322.30000000,12812.00000000,14902.54000000
1515456000000,14902.54000000,15500.00000000,14011.05000000,14400.00000000
1515542400000,14401.00000000,14955.66000000,13131.31000000,14907.09000000
1515628800000,14940.00000000,14968.68000000,11400.00000000,13238.78000000
1515715200000,13238.76000000,14109.78000000,12500.00000000,13740.01000000
1515801600000,13749.95000000,14580.00000000,13706.15000000,14210.00000000
1515888000000,14210.00000000,14339.50000000,12569.20000000,13474.99000000
1515974400000,13477.98000000,14249.99000000,13147.79000000,13539.93000000
1516060800000,13500.00000000,13542.93000000,9035.00000000,10900.00000000
1516147200000,10899.99000000,11680.99000000,9037.94000000,10988.79000000
1516233600000,10972.59000000,11878.82000000,10435.33000000,10961.97000000
1516320000000,10960.00000000,11795.00000000,10360.00000000,11474.98000000
1516406400000,11474.98000000,13099.00000000,11412.45000000,12799.94000000
1516492800000,12799.80000000,12799.80000000,10965.00000000,11530.00000000
1516579200000,11530.00000000,11926.35000000,9900.24000000,10760.05000000
1516665600000,10760.05000000,11399.00000000,9905.00000000,10799.18000000
1516752000000,10799.14000000,11570.48000000,10500.00000000,11349.99000000
1516838400000,11349.96000000,11794.05000000,10950.21000000,11175.27000000
1516924800000,11184.70000000,11643.00000000,10311.15000000,11089.00000000
1517011200000,11089.00000000,11650.00000000,10842.69000000,11491.00000000
1517097600000,11499.98000000,12244.00000000,11408.00000000,11879.95000000
1517184000000,11879.95000000,11975.02000000,11139.55000000,11251.00000000
1517270400000,11250.11000000,11308.42000000,9900.00000000,10237.51000000
1517356800000,10230.00000000,10425.85000000,9700.00000000,10285.10000000
1517443200000,10285.10000000,10335.00000000,8750.99000000,9224.52000000
1517529600000,9224.52000000,9250.00000000,8010.02000000,8873.03000000
1517616000000,8873.03000000,9473.01000000,8229.00000000,9199.96000000
1517702400000,9199.96000000,9368.00000000,7930.00000000,8184.81000000
1517788800000,8179.99000000,8382.80000000,6625.00000000,6939.99000000
1517875200000,6939.63000000,7878.00000000,6000.01000000,7652.14000000
1517961600000,7655.02000000,8476.00000000,7150.01000000,7599.00000000
1518048000000,7599.00000000,7844.00000000,7572.09000000,7784.02000000
1518134400000,7789.90000000,8738.00000000,7789.90000000,8683.92000000
1518220800000,8683.93000000,9065.78000000,8120.00000000,8533.98000000
1518307200000,8533.99000000,8549.00000000,7726.53000000,8063.88000000
1518393600000,8063.82000000,8989.00000000,8053.00000000,8903.00000000
1518480000000,8903.00000000,8950.00000000,8351.00000000,8539.90000000
1518566400000,8535.17000000,9489.60000000,8533.00000000,9449.99000000
1518652800000,9449.98000000,10219.50000000,9301.50000000,10000.09000000
1518739200000,10000.89000000,10323.37000000,9666.00000000,10159.98000000
1518825600000,10156.07000000,11075.07000000,10050.00000000,11039.55000000
1518912000000,11039.55000000,11274.00000000,10080.00000000,10383.43000000
1518998400000,10375.01000000,11250.00000000,10270.33000000,11153.00000000
1519084800000,11147.11000000,11786.01000000,11100.59000000,11200.99000000
1519171200000,11195.07000000,11304.03000000,10200.00000000,10437.60000000
1519257600000,10439.02000000,10933.44000000,9679.00000000,9811.04000000
1519344000000,9815.55000000,10435.00000000,9570.19000000,10131.04000000
1519430400000,10131.04000000,10496.97000000,9352.00000000,9694.51000000
1519516800000,9694.51000000,9847.00000000,9274.80000000,9590.00000000
1519603200000,9590.00000000,10444.32000000,9350.00000000,10324.00000000
1519689600000,10321.00000000,10870.00000000,10121.00000000,10569.04000000
1519776000000,10584.33000000,11098.00000000,10300.00000000,10326.76000000
1519862400000,10325.64000000,11060.41000000,10240.00000000,10920.00000000
1519948800000,10923.36000000,11200.00000000,10770.00000000,11039.00000000
1520035200000,11038.99000000,11544.00000000,11015.01000000,11464.48000000
1520121600000,11464.47000000,11565.00000000,11050.02000000,11515.00000000
1520208000000,11515.00000000,11710.00000000,11415.01000000,11454.00000000
1520294400000,11455.00000000,11455.00000000,10555.48000000,10716.48000000
1520380800000,10716.48000000,10899.00000000,9389.31000000,9910.00000000
1520467200000,9910.00000000,10099.00000000,9060.00000000,9271.64000000
1520553600000,9267.07000000,9410.00000000,8329.00000000,9227.00000000
1520640000000,9230.00000000,9490.00000000,8667.07000000,8770.22000000
1520726400000,8770.22000000,9740.00000000,8450.00000000,9533.57000000
1520812800000,9533.57000000,9888.88000000,8780.00000000,9131.34000000
1520899200000,9131.34000000,9474.00000000,8823.00000000,9150.00000000
1520985600000,9151.92000000,9333.78000000,7900.28000000,8170.00000000
1521072000000,8184.01000000,8430.00000000,7650.00000000,8240.98000000
1521158400000,8240.98000000,8611.64000000,7900.00000000,8260.00000000
1521244800000,8260.00000000,8348.62000000,7721.99000000,7824.80000000
1521331200000,7824.01000000,8317.40000000,7322.00000000,8189.99000000
1521417600000,8189.00000000,8705.23000000,8088.40000000,8600.00000000
1521504000000,8595.01000000,9050.00000000,8280.00000000,8909.98000000
1521590400000,8909.96000000,9177.01000000,8750.60000000,8885.00000000
1521676800000,8884.82000000,9100.00000000,8465.10000000,8722.90000000
1521763200000,8720.00000000,8909.00000000,8269.00000000,8898.03000000
1521849600000,8898.04000000,8999.95000000,8491.00000000,8546.86000000
1521936000000,8531.25000000,8669.85000000,8365.77000000,8470.15000000
1522022400000,8470.14000000,8514.89000000,7831.00000000,8134.23000000
1522108800000,8134.22000000,8215.94000000,7730.00000000,7795.51000000
1522195200000,7795.51000000,8109.00000000,7728.00000000,7949.30000000
1522281600000,7949.30000000,7975.00000000,6941.11000000,7090.14000000
1522368000000,7090.16000000,7292.43000000,6600.10000000,6840.23000000
1522454400000,6840.24000000,7223.36000000,6777.00000000,6923.91000000
1522540800000,6922.00000000,7049.98000000,6430.00000000,6813.01000000
1522627200000,6813.01000000,7125.00000000,6765.00000000,7056.00000000
1522713600000,7063.97000000,7520.00000000,7011.01000000,7405.21000000
1522800000000,7405.21000000,7427.52000000,6707.00000000,6796.10000000
1522886400000,6796.10000000,6902.00000000,6566.69000000,6770.76000000
1522972800000,6770.00000000,6850.00000000,6500.00000000,6601.39000000
1523059200000,6601.39000000,7070.00000000,6586.28000000,6895.80000000
1523145600000,6895.81000000,7109.13000000,6880.00000000,7018.00000000
1523232000000,7011.04000000,7185.00000000,6611.00000000,6782.72000000
1523318400000,6781.55000000,6890.00000000,6656.00000000,6843.90000000
1523404800000,6839.56000000,6990.00000000,6787.00000000,6953.79000000
1523491200000,6953.78000000,8012.23000000,6743.20000000,7923.00000000
1523577600000,7922.99000000,8233.39000000,7732.00000000,7877.41000000
1523664000000,7877.48000000,8186.00000000,7810.00000000,7999.01000000
1523750400000,8004.00000000,8429.54000000,7999.02000000,8355.00000000
1523836800000,8355.07000000,8419.00000000,7867.00000000,8064.92000000
1523923200000,8064.92000000,8173.70000000,7825.40000000,7885.02000000
1524009600000,7890.96000000,8236.43000000,7868.00000000,8173.00000000
1524096000000,8173.99000000,8296.00000000,8080.00000000,8278.00000000
1524182400000,8273.84000000,8930.00000000,8177.09000000,8856.98000000
1524268800000,8852.12000000,9035.00000000,8565.00000000,8915.31000000
1524355200000,8915.31000000,9020.67000000,8727.68000000,8787.02000000
1524441600000,8785.70000000,8985.00000000,8745.00000000,8934.01000000
1524528000000,8934.00000000,9731.01000000,8922.00000000,9619.99000000
1524614400000,9618.96000000,9759.82000000,8730.00000000,8869.99000000
1524700800000,8869.99000000,9307.48000000,8651.62000000,9266.00000000
1524787200000,9267.03000000,9395.00000000,8889.00000000,8915.35000000
1524873600000,8915.35000000,9427.48000000,8870.00000000,9348.00000000
1524960000000,9348.00000000,9570.51000000,9163.74000000,9419.00000000
1525046400000,9417.04000000,9458.64000000,9124.99000000,9246.01000000
1525132800000,9246.01000000,9248.99000000,8800.49000000,9071.48000000
1525219200000,9071.48000000,9268.00000000,8970.20000000,9247.84000000
1525305600000,9247.81000000,9844.00000000,9168.40000000,9750.00000000
1525392000000,9750.00000000,9830.04000000,9520.85000000,9713.99000000
1525478400000,9714.00000000,10020.00000000,9682.00000000,9864.00000000
